2025/11/17 21:17:59 INFO Starting partners-only import...
2025/11/17 21:17:59 INFO Loading Socios files…
2025/11/17 21:20:24 INFO Found 26650670 partner records to process
Processing partners   0% |                      | (0/26650670, 0 it/hr) [0s:0s]2025/11/17 22:08:24 WARN No businesses found for CNPJ, skipping partners cnpj=29565214
2025/11/17 22:08:24 WARN No businesses found for CNPJ, skipping partners cnpj=01653600
2025/11/17 22:08:24 WARN No businesses found for CNPJ, skipping partners cnpj=01942943
2025/11/17 22:08:24 WARN No businesses found for CNPJ, skipping partners cnpj=03617961
2025/11/17 22:08:24 WARN No businesses found for CNPJ, skipping partners cnpj=02241580
2025/11/17 22:08:24 WARN No businesses found for CNPJ, skipping partners cnpj=00620251
2025/11/17 22:08:24 WARN No businesses found for CNPJ, skipping partners cnpj=03300540
2025/11/17 22:08:24 WARN No businesses found for CNPJ, skipping partners cnpj=04161307
2025/11/17 22:08:24 WARN error batch inserting partners business_id=91216658 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=24767152 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=6371709 partners_count=6 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=60089932 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=4374254 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=25044414 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=79951825 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=61730368 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=22884385 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=59914368 partners_count=8 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:24 WARN error batch inserting partners business_id=79958992 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:25 WARN error batch inserting partners business_id=25045226 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:25 WARN error batch inserting partners business_id=60132020 partners_count=5 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:25 WARN error batch inserting partners business_id=79951245 partners_count=9 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:25 WARN error batch inserting partners business_id=87318695 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:25 WARN error batch inserting partners business_id=1828657 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:25 WARN error batch inserting partners business_id=27209625 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:25 WARN error batch inserting partners business_id=18925790 partners_count=5 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=79948666 partners_count=12 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=52246647 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=50002400 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=16509967 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=20682918 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=79959222 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=20682910 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=49970383 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=51109661 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=6284664 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=3538929 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=79954445 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=80675326 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:26 WARN error batch inserting partners business_id=20383977 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=18926756 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=4371151 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=79951675 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=60270747 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=6284665 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=18604665 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=6269836 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=6167879 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=120997 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=103804764 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=60270788 partners_count=5 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=50232445 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=22860367 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=87690539 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=66922544 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=74626502 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=3540034 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:27 WARN error batch inserting partners business_id=50314268 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=6284666 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=60452493 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=79955535 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=1943276 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=439404 partners_count=5 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=60090055 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=99964018 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=96689081 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=79952605 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=4374256 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=57673563 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=27132121 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=25462973 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=27262901 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:28 WARN error batch inserting partners business_id=79950695 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=97055090 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=87301855 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=68732604 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=27641816 partners_count=5 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=100013897 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=79956674 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=47576122 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=1928430 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=16510992 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=2005060 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=4478644 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=94463416 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=4798851 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=20683717 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=49792060 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=50039972 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=23285084 partners_count=4 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:29 WARN error batch inserting partners business_id=87309258 partners_count=2 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
2025/11/17 22:08:30 WARN error batch inserting partners business_id=441008 partners_count=3 error="ERROR: value too long for type character varying(11) (SQLSTATE 22001)"
